id,user_id,word_id,date,question,given_answer,correct,context,context_correct,conjugation_correct
Cathal_2024-07-18T14:05:25_son_filho,1,son_filho,2024-07-18T14:05:25,What is the Portuguese of Son?,filho,True,n/a,True,True
Cathal_2024-07-18T14:06:49_town_planner_urbanista,1,town_planner_urbanista,2024-07-18T14:06:49,What is the English of Urbanista?,town planner,True,n/a,True,True
Cathal_2024-07-18T14:08:37_willing_dispost,1,willing_dispost,2024-07-18T14:08:37,What is the Portuguese of Willing (feminine)?,willa,False,n/a,True,True
Cathal_2024-07-18T14:17:56_meat_section_carnes,1,meat_section_carnes,2024-07-18T14:17:56,What is the English of carnes?,meat section,True,n/a,True,True
Cathal_2024-07-18T14:19:02_cold_frio,1,cold_frio,2024-07-18T14:19:02,What is the English of Frio?,cold,True,n/a,True,True
Cathal_2024-07-18T14:19:56_computer_game_electrônico,1,computer_game_electrônico,2024-07-18T14:19:56,What is the Portuguese of Computer game?,jogando,False,n/a,True,True
Cathal_2024-07-18T14:20:50_happy/content_feliz,1,happy/content_feliz,2024-07-18T14:20:50,What is the Portuguese of Happy/Content?,joyo,False,n/a,True,True
Cathal_2024-07-18T14:22:06_ball_bola,1,ball_bola,2024-07-18T14:22:06,What is the English of Bola?,bag,False,n/a,True,True
Cathal_2024-07-18T14:22:21_to_taste/try_provar,1,to_taste/try_provar,2024-07-18T14:22:21,What is the English of Provar?,to provide,False,n/a,True,True
Cathal_2024-07-18T14:25:30_to_read_ler,1,to_read_ler,2024-07-18T14:25:30,What is the Portuguese of To Read?,ler,True,n/a,True,True
Cathal_2024-07-18T14:34:08_to_love_adorar,1,to_love_adorar,2024-07-18T14:34:08,What is the English of Adorar?,to love,True,n/a,True,True
Cathal_2024-07-18T14:47:59_to_choose_escolher,1,to_choose_escolher,2024-07-18T14:47:59,What is the English of Escolher?,to choose,True,n/a,True,True
Cathal_2024-07-18T14:52:14_to_participate_participar,1,to_participate_participar,2024-07-18T14:52:14,What is the Portuguese of To Participate(in)?,participar,True,n/a,True,True
Cathal_2024-07-18T16:15:24_to_drink_beber,1,to_drink_beber,2024-07-18T16:15:24,What is the Portuguese of To Drink?,beber,True,n/a,True,True
Cathal_2024-07-18T18:25:18_to_happen_acontecer,1,to_happen_acontecer,2024-07-18T18:25:18,What is the English of Acontecer?,to happen,True,n/a,False,False
Cathal_2024-07-18T18:26:53_to_play_jogar,1,to_play_jogar,2024-07-18T18:26:53,What is the Portuguese of To Play(game/sports)?,jogar,True,n/a,True,False
Cathal_2024-07-18T18:26:53_to_be_ser,1,to_be_ser,2024-07-18T18:26:53,What is the Portuguese of To Be(permanent)?,ser,True,n/a,True,False
Cathal_2024-07-18T18:29:06_to_sing_cantar,1,to_sing_cantar,2024-07-18T18:29:06,What is the Portuguese of To Sing?,cantar,True,n/a,True,False
Cathal_2024-07-18T18:32:57_to_sell_vender,1,to_sell_vender,2024-07-18T18:32:57,What is the English of Vender?,to sell,True,n/a,True,False
Cathal_2024-07-18T18:33:43_to_know_conhecer,1,to_know_conhecer,2024-07-18T18:33:43,What is the English of Conhecer?,to know,True,person/place,False,False
Cathal_2024-07-18T18:33:43_grandchildren_netos,1,grandchildren_netos,2024-07-18T18:33:43,What is the Portuguese of Grandchildren?,netos,True,n/a,True,True
Cathal_2024-07-18T23:28:54_to_knit_tricotar,1,to_knit_tricotar,2024-07-18T23:28:54,What is the Portuguese of To Knit?,cosomething,False,n/a,True,False
Cathal_2024-07-18T23:31:06_ball_bola,1,ball_bola,2024-07-18T23:31:06,What is the Portuguese of Ball?,bola,True,n/a,True,True
Cathal_2024-07-18T23:34:07_unwell_mal,1,unwell_mal,2024-07-18T23:34:07,What is the Portuguese of Unwell?,mal,True,n/a,True,True
Cathal_2024-07-19T01:24:04_to_love_adorar,1,to_love_adorar,2024-07-19T01:24:04,What is the English of Adorar?,to love,True,n/a,True,False
Cathal_2024-07-19T01:24:29_town_planner_urbanista,1,town_planner_urbanista,2024-07-19T01:24:29,What is the English of Urbanista?,town planner,True,n/a,True,True
Cathal_2024-07-19T01:24:43_to_purchase_comprar,1,to_purchase_comprar,2024-07-19T01:24:43,What is the English of Comprar?,to buy,False,n/a,True,False
Cathal_2024-07-19T01:25:04_to_live_morar,1,to_live_morar,2024-07-19T01:25:04,What is the English of Morar?,to live,True,n/a,True,False
Cathal_2024-07-19T01:25:04_to_choose_escolher,1,to_choose_escolher,2024-07-19T01:25:04,What is the Portuguese of To Choose?,escohler,False,n/a,True,False
Cathal_2024-07-19T01:25:04_to_work_trabalhar,1,to_work_trabalhar,2024-07-19T01:25:04,What is the English of Trabalhar?,to work,True,n/a,True,False
Cathal_2024-07-19T01:25:40_fruit_fruta,1,fruit_fruta,2024-07-19T01:25:40,What is the Portuguese of Fruit?,fruita,False,n/a,True,True
Cathal_2024-07-19T01:30:53_children_filhos,1,children_filhos,2024-07-19T01:30:53,What is the Portuguese of Children?,filhos,True,n/a,True,True
Cathal_2024-07-19T01:30:53_fish_section_peixes,1,fish_section_peixes,2024-07-19T01:30:53,What is the English of peixes?,fish,False,n/a,True,True
Cathal_2024-07-19T01:30:53_unwell_mal,1,unwell_mal,2024-07-19T01:30:53,What is the English of Mal?,unwell,True,n/a,True,True
Cathal_2024-07-19T01:32:14_tired_cansad,1,tired_cansad,2024-07-19T01:32:14,What is the English of Cansada?,sad,False,n/a,True,True
Cathal_2024-07-19T01:32:14_lightning_relâmpagos,1,lightning_relâmpagos,2024-07-19T01:32:14,What is the English of Relâmpagos?,lit,False,n/a,True,True
Cathal_2024-07-19T01:32:14_modern_modern,1,modern_modern,2024-07-19T01:32:14,What is the English of Modern?,moderna,False,n/a,True,True
Cathal_2024-07-19T01:32:14_colleague_coleg,1,colleague_coleg,2024-07-19T01:32:14,What is the English of Colega?,colleague,True,n/a,True,True
Cathal_2024-07-19T01:32:14_fog_nevoeiro,1,fog_nevoeiro,2024-07-19T01:32:14,What is the Portuguese of Fog?,nevo,False,n/a,True,True
